,TIME,STUWVAK,VERSCHIL,Q
401,2018-08-29T00:00:00Z,104B_104OYE,0.3122996249999999,0.3502854166666667
402,2018-08-30T00:00:00Z,104B_104OYE,0.3842391999999998,0.4285841683333333
403,2018-08-31T00:00:00Z,104B_104OYE,0.3414508874999999,0.41098964875
404,2018-09-01T00:00:00Z,104B_104OYE,0.3189705833333333,0.3624452008333333
405,2018-09-02T00:00:00Z,104B_104OYE,0.3210859166666667,0.3635801808333333
406,2018-09-03T00:00:00Z,104B_104OYE,0.3373706708333333,0.4148489695833333
408,2018-09-05T00:00:00Z,104B_104OYE,0.3741211208333332,0.3358994170833333
409,2018-09-06T00:00:00Z,104B_104OYE,0.3700640458333332,0.3457904554166666
410,2018-09-07T00:00:00Z,104B_104OYE,0.4049468416666668,0.3424500020833333
411,2018-09-08T00:00:00Z,104B_104OYE,0.37169155,0.31433419875
